Company Name,Website,Address,Phone,Estimated Revenue,Revenue Basis,Description,Freight Reason,Decision-Maker Name,Decision-Maker Title,Decision-Maker Email,Decision-Maker Phone,Pitch,Flags
Seguin Rental Inc.,http://geronimocreekretreat.com,"903 E Kingsbury St, Seguin, TX 78155",(830) 379-3500,"$4,400,000",Industrial Supply category baseline (no headcount found),Each lodging page includes searches for specific units.,Equipment and MRO supplies shipped to facilities — frequent crated LTL.,,Owner,reservations@besttexastravel.com,,"I promise I'm not another insurance guy — Seguin Rental Inc., You're a industrial supply in Seguin moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
Geronimo Alloys,http://www.geronimoalloys.com,"285 Navarro Dr, Seguin, TX 78155",(830) 303-7400,"$4,400,000",Industrial Supply category baseline (no headcount found),"Industrial Supply based in Seguin, TX.",Equipment and MRO supplies shipped to facilities — frequent crated LTL.,,Owner,,,"I promise I'm not another insurance guy — Geronimo Alloys, You're a industrial supply in Seguin moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Gustav Tool & Die,http://www.gustavstoolanddieinc.com,"1503 N Austin St, Seguin, TX 78155",(830) 379-3551,"$4,400,000",Industrial Supply category baseline (no headcount found),There is opportunity to advance within an environment that feels like a family but pays like a corporation.,Equipment and MRO supplies shipped to facilities — frequent crated LTL.,,Owner,gerd@gustav-tool.com,,"I promise I'm not another insurance guy — Gustav Tool & Die, You're a industrial supply in Seguin moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
Seguin Bolt & Supply,,"221 E Interstate 10, Seguin, TX 78155",(830) 379-8040,"$4,400,000",Industrial Supply category baseline (no headcount found),"Industrial Supply based in Seguin, TX.",Equipment and MRO supplies shipped to facilities — frequent crated LTL.,,Owner,,,"I promise I'm not another insurance guy — Seguin Bolt & Supply, You're a industrial supply in Seguin moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
K & G Equipment Service,,"12310 Lower Seguin Rd, Schertz, TX 78154",(210) 658-6938,"$4,400,000",Industrial Supply category baseline (no headcount found),"Industrial Supply based in Schertz, TX.",Equipment and MRO supplies shipped to facilities — frequent crated LTL.,,Owner,,,"I promise I'm not another insurance guy — K & G Equipment Service, You're a industrial supply in Schertz moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Sunbelt Rentals,https://www.sunbeltrentals.com/location/tx/selma/equipment-tool-rentals/319/?y_source=1_MTc2MDYxNDUtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,"16825 Exchange Ave Interstate 35, Selma, TX 78154",(210) 424-7400,"$4,400,000",Industrial Supply category baseline (no headcount found),"Industrial Supply based in Selma, TX.",Equipment and MRO supplies shipped to facilities — frequent crated LTL.,,Owner,pcm319@sunbeltrentals.com,,"I promise I'm not another insurance guy — Sunbelt Rentals, You're a industrial supply in Selma moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
Opifex San Antonio/Schertz,http://opifexsanantonioschertz.localsearch.com,"7054 Pipestone, Schertz, TX 78154",(737) 637-5717,"$4,400,000",Industrial Supply category baseline (no headcount found),"Industrial Supply based in Schertz, TX.",Equipment and MRO supplies shipped to facilities — frequent crated LTL.,,Owner,,,"I promise I'm not another insurance guy — Opifex San Antonio/Schertz, You're a industrial supply in Schertz moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
United Pump Supply,http://unitedpumpsupply.localsearch.com,"17300 Bell North Dr, Schertz, TX 78154",(210) 651-3882,"$4,400,000",Industrial Supply category baseline (no headcount found),"Industrial Supply based in Schertz, TX.",Equipment and MRO supplies shipped to facilities — frequent crated LTL.,,Owner,,,"I promise I'm not another insurance guy — United Pump Supply, You're a industrial supply in Schertz moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Industrial Supply Solutions,,"17352 Bell North Dr, Schertz, TX 78154",(210) 656-0514,"$4,400,000",Industrial Supply category baseline (no headcount found),"Industrial Supply based in Schertz, TX.",Equipment and MRO supplies shipped to facilities — frequent crated LTL.,,Owner,,,"I promise I'm not another insurance guy — Industrial Supply Solutions, You're a industrial supply in Schertz moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
BlueLine Rental,http://bluelinerental495867578.localsearch.com,"9492 Corporate Dr, Selma, TX 78154",(210) 651-1125,"$4,400,000",Industrial Supply category baseline (no headcount found),"Industrial Supply based in Selma, TX.",Equipment and MRO supplies shipped to facilities — frequent crated LTL.,,Owner,,,"I promise I'm not another insurance guy — BlueLine Rental, You're a industrial supply in Selma moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Equipment Preference Inc,,"9330 Corporate Dr Ste 301, Selma, TX 78154",(210) 698-8488,"$4,400,000",Industrial Supply category baseline (no headcount found),"Industrial Supply based in Selma, TX.",Equipment and MRO supplies shipped to facilities — frequent crated LTL.,,Owner,,,"I promise I'm not another insurance guy — Equipment Preference Inc, You're a industrial supply in Selma moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Pirate Pipe & Tubular,http://piratepipetubular.localsearch.com,"563 Summit Trl, Boerne, TX 78006",(830) 816-5110,"$4,400,000",Industrial Supply category baseline (no headcount found),"Industrial Supply based in Boerne, TX.",Equipment and MRO supplies shipped to facilities — frequent crated LTL.,,Owner,,,"I promise I'm not another insurance guy — Pirate Pipe & Tubular, You're a industrial supply in Boerne moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Sunbelt Rentals,https://www.sunbeltrentals.com/location/tx/boerne/equipment-tool-rentals/1222/?y_source=1_MTAzMzcyNDUxOS01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"28691 Interstate 10 W, Boerne, TX 78006",(830) 368-6003,"$4,400,000",Industrial Supply category baseline (no headcount found),"Industrial Supply based in Boerne, TX.",Equipment and MRO supplies shipped to facilities — frequent crated LTL.,,Owner,richard.vargas@sunbeltrentals.com,,"I promise I'm not another insurance guy — Sunbelt Rentals, You're a industrial supply in Boerne moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
Hello Medicals,https://www.alamofireball.com/contact-us,"24123 Boerne Stage Rd, San Antonio, TX 78255",(210) 992-0738,"$4,400,000",Industrial Supply category baseline (no headcount found),"Industrial Supply based in San Antonio, TX.",Equipment and MRO supplies shipped to facilities — frequent crated LTL.,,Owner,info@hellopharma.com,,"I promise I'm not another insurance guy — Hello Medicals, You're a industrial supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
Ferguson Plumbing Supply,https://www.ferguson.com/store/tx/san+antonio/plumbingpvf-2064,"W Interstate 10 Frontage Rd, San Antonio, TX 78257",(210) 491-9450,"$4,400,000",Industrial Supply category baseline (no headcount found),"San Antonio, TX 78257-9525 | Ferguson Plumbing Supply Store Ferguson.com no longer supports Internet Explorer.",Equipment and MRO supplies shipped to facilities — frequent crated LTL.,,Owner,customer.support@ferguson.com,,"I promise I'm not another insurance guy — Ferguson Plumbing Supply, You're a industrial supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
H&M Industries,http://www.hmtape.com,"15561 Capital Port Dr, San Antonio, TX 78249",(210) 384-0505,"$4,400,000",Industrial Supply category baseline (no headcount found),"Industrial Supply based in San Antonio, TX.",Equipment and MRO supplies shipped to facilities — frequent crated LTL.,,Owner,,,"I promise I'm not another insurance guy — H&M Industries, You're a industrial supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Lowe's Home Improvement,https://www.lowes.com/store/TX-San-Antonio/2480?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-res-_-2480-_-na-_-0-_-0&y_source=1_MTE4Mjg1MS01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"18303 Rim Dr, San Antonio, TX 78257",(210) 558-1730,"$4,400,000",Industrial Supply category baseline (no headcount found),Our local stores do not honor online pricing.,Equipment and MRO supplies shipped to facilities — frequent crated LTL.,,Owner,,,"I promise I'm not another insurance guy — Lowe's Home Improvement, You're a industrial supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Low Price Gas,https://www.lowpricegaspropane.com,"29094 U.S. 281, Bulverde, TX 78163",(210) 549-7223,"$4,400,000",Industrial Supply category baseline (no headcount found),"It has a wide range of uses, and is environmentally friendly and affordable.",Equipment and MRO supplies shipped to facilities — frequent crated LTL.,,Owner,,,"I promise I'm not another insurance guy — Low Price Gas, You're a industrial supply in Bulverde moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
A1 Scale Services Inc,http://www.a1scale.com,"4807 Northwest Industrial Drive, San Antonio, TX 78238",(210) 590-0891,"$4,400,000",Industrial Supply category baseline (no headcount found),"Industrial & Commercial Truck & Floor Scale Supplier San Antonio, Austin & Corpus Christi TX - A1 Scale Services Inc Address: 4807 Northwest Industrial Dr.",Equipment and MRO supplies shipped to facilities — frequent crated LTL.,,Owner,serviceinquiry@a1scale.com,,"I promise I'm not another insurance guy — A1 Scale Services Inc, You're a industrial supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
Metalen Industrial Co,http://metalenindustrialco.localsearch.com,"26081 Bulverde Rd, San Antonio, TX 78261",(855) 466-8573,"$4,400,000",Industrial Supply category baseline (no headcount found),"Industrial Supply based in San Antonio, TX.",Equipment and MRO supplies shipped to facilities — frequent crated LTL.,,Owner,,,"I promise I'm not another insurance guy — Metalen Industrial Co, You're a industrial supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Fastenal Company,http://fastenal.com,"15002 Tradesman Ste 1, San Antonio, TX 78249",(210) 561-5305,"$4,400,000",Industrial Supply category baseline (no headcount found),"Industrial Supply based in San Antonio, TX.",Equipment and MRO supplies shipped to facilities — frequent crated LTL.,,Owner,,,"I promise I'm not another insurance guy — Fastenal Company, You're a industrial supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Martinez David,,"2420 Wr Larson Rd, San Antonio, TX 78261",(830) 980-8293,"$4,400,000",Industrial Supply category baseline (no headcount found),"Industrial Supply based in San Antonio, TX.",Equipment and MRO supplies shipped to facilities — frequent crated LTL.,,Owner,,,"I promise I'm not another insurance guy — Martinez David, You're a industrial supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
National Steel Recycling,http://www.sanantonioironandmetal.com,"726 El Paso St, San Antonio, TX 78207",(210) 571-1179,"$4,400,000",Industrial Supply category baseline (no headcount found),"Industrial Supply based in San Antonio, TX.",Equipment and MRO supplies shipped to facilities — frequent crated LTL.,,Owner,,,"I promise I'm not another insurance guy — National Steel Recycling, You're a industrial supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Scientific Linings & Coatings,http://www.weathercap.com,"1533 Austin Hwy Ste 102, San Antonio, TX 78218",(210) 525-8333,"$4,400,000",Plastics Maker category baseline (no headcount found),They are unconditionally guaranteed against environmental degradation for five (5) years.,Molded/extruded product shipped in bulk — recurring outbound LTL. Site confirms wholesale/bulk model — palletized outbound.,,Owner,,,"Ten seconds, scout's honor — Scientific Linings & Coatings, You're a plastics maker in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Sherwood Products,http://sherwoodproducts.com,"7846 Fortune Dr, San Antonio, TX 78250",(210) 684-5900,"$4,400,000",Plastics Maker category baseline (no headcount found),"Its user-friendly interface and comprehensive services, including hosting and website builders, make it ideal for businesses seeking an all-in-one solution.",Molded/extruded product shipped in bulk — recurring outbound LTL.,,Owner,,,"Ten seconds, scout's honor — Sherwood Products, You're a plastics maker in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Sanisafe Products Co,https://sanisafeproducts.com/contact,"11311 Wayland Way, San Antonio, TX 78233",(210) 646-6706,"$4,400,000",Plastics Maker category baseline (no headcount found),Please enable JavaScript in your browser to complete this form.,Molded/extruded product shipped in bulk — recurring outbound LTL.,Bruce Vaio,Owner,info@sanisafeusa.com,,"Ten seconds, scout's honor — Sanisafe Products Co, You're a plastics maker in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",REVENUE_EST_LOW_CONF
Diffuser Specialist,https://diffuserspecialist.com,"303 Lombrano St, San Antonio, TX 78207",(210) 880-0186,"$4,400,000",Plastics Maker category baseline (no headcount found),"LED lights are finally being seen as the future of lighting homes and businesses alike, as they provide a healthier environment for people and our planet.",Molded/extruded product shipped in bulk — recurring outbound LTL. Site confirms wholesale/bulk model — palletized outbound.,,Owner,,,"Ten seconds, scout's honor — Diffuser Specialist, You're a plastics maker in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Scientific Lining & Coatings Inc,https://www.weathercap.com,"212 Dinn Dr, San Antonio, TX 78218",(210) 525-8333,"$4,400,000",Plastics Maker category baseline (no headcount found),They are unconditionally guaranteed against environmental degradation for five (5) years.,Molded/extruded product shipped in bulk — recurring outbound LTL. Site confirms wholesale/bulk model — palletized outbound.,,Owner,,,"Ten seconds, scout's honor — Scientific Lining & Coatings Inc, You're a plastics maker in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Sam's Bathtub Services,http://www.samsbathtubservices.com,"5155 Huber Rd, Seguin, TX 78155",(830) 463-8444,"$4,400,000",Plastics Maker category baseline (no headcount found),"We can also convert your existing bathtub into a walkin shower, which is a money saving option that may allow you or a loved one to stay home longer.",Molded/extruded product shipped in bulk — recurring outbound LTL.,,Owner,sam@samsbathtubservices.com,,"Ten seconds, scout's honor — Sam's Bathtub Services, You're a plastics maker in Seguin moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
Continental Structural Plastics Inc,,"2050 8th St, Seguin, TX 78155",(830) 386-0901,"$4,400,000",Plastics Maker category baseline (no headcount found),"Plastics Maker based in Seguin, TX.",Molded/extruded product shipped in bulk — recurring outbound LTL.,,Owner,,,"Ten seconds, scout's honor — Continental Structural Plastics Inc, You're a plastics maker in Seguin moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Sam's Bathtub Services,http://www.samsbathtubservices.com,"5155 Huber Rd, Seguin, TX 78155",(833) 442-5762,"$4,400,000",Plastics Maker category baseline (no headcount found),"We can also convert your existing bathtub into a walkin shower, which is a money saving option that may allow you or a loved one to stay home longer.",Molded/extruded product shipped in bulk — recurring outbound LTL.,,Owner,sam@samsbathtubservices.com,,"Ten seconds, scout's honor — Sam's Bathtub Services, You're a plastics maker in Seguin moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
Seguin Plastics & Mold,http://seguinplasticsmold.localsearch.com,"309 Wendy Ln, Seguin, TX 78155",(830) 313-9292,"$4,400,000",Plastics Maker category baseline (no headcount found),"Plastics Maker based in Seguin, TX.",Molded/extruded product shipped in bulk — recurring outbound LTL.,,Owner,,,"Ten seconds, scout's honor — Seguin Plastics & Mold, You're a plastics maker in Seguin moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Sam's Bathtub Services,http://www.samsbathtubservices.com,"5155 Huber Rd, Seguin, TX 78155",(833) 200-4252,"$4,400,000",Plastics Maker category baseline (no headcount found),"We can also convert your existing bathtub into a walkin shower, which is a money saving option that may allow you or a loved one to stay home longer.",Molded/extruded product shipped in bulk — recurring outbound LTL.,,Owner,sam@samsbathtubservices.com,,"Ten seconds, scout's honor — Sam's Bathtub Services, You're a plastics maker in Seguin moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
Moore Supply Co,http://mooresupply.com,"817 N Frio St, San Antonio, TX 78207",(210) 342-9612,"$4,400,000",Plumbing Supply category baseline (no headcount found),"Plumbing Supply based in San Antonio, TX.",Fixtures and pipe to contractors — recurring heavy LTL. Site confirms wholesale/bulk model — palletized outbound.,,Owner,{{profitcenter.email}},,"I'll talk fast — one freight question — Moore Supply Co, You're a plumbing supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
Texas Specialty Steel,http://www.texasspecialtysteel.com,"12270 S US Highway 181, San Antonio, TX 78223",(210) 633-0047,"$4,400,000",Plumbing Supply category baseline (no headcount found),Use tab to navigate through the menu items.,Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — Texas Specialty Steel, You're a plumbing supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Morrison Supply Co,http://morsco.com,"730 Isom Rd, San Antonio, TX 78216",(210) 349-7878,"$4,400,000",Plumbing Supply category baseline (no headcount found),"Plumbing Supply based in San Antonio, TX.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — Morrison Supply Co, You're a plumbing supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Moore Supply,http://mooresupply.com,"5919 W Campus Rd, San Antonio, TX 78247",(210) 270-3100,"$4,400,000",Plumbing Supply category baseline (no headcount found),"Plumbing Supply based in San Antonio, TX.",Fixtures and pipe to contractors — recurring heavy LTL. Site confirms wholesale/bulk model — palletized outbound.,,Owner,{{profitcenter.email}},,"I'll talk fast — one freight question — Moore Supply, You're a plumbing supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
Bath & Kitchen Specialist,,"746 W Pyron Ave, San Antonio, TX 78221",(210) 846-1728,"$4,400,000",Plumbing Supply category baseline (no headcount found),"Plumbing Supply based in San Antonio, TX.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — Bath & Kitchen Specialist, You're a plumbing supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Reece Plumbing,https://www.reece.com/plumbing,"118 Interpark Blvd, San Antonio, TX 78216",(210) 344-4436,"$4,400,000",Plumbing Supply category baseline (no headcount found),"Plumbing Supply based in San Antonio, TX.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — Reece Plumbing, You're a plumbing supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Reece Plumbing,https://www.reece.com/plumbing,"15500 Tradesman Ste 100, San Antonio, TX 78249",(210) 892-0496,"$4,400,000",Plumbing Supply category baseline (no headcount found),"Plumbing Supply based in San Antonio, TX.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — Reece Plumbing, You're a plumbing supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Morrison Supply,http://morsco.com,"1666 S San Marcos, San Antonio, TX 78207",(210) 212-5410,"$4,400,000",Plumbing Supply category baseline (no headcount found),"Plumbing Supply based in San Antonio, TX.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — Morrison Supply, You're a plumbing supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Faucet Parts,http://www.faucetparts-tx.com,"1109 Fresno, San Antonio, TX 78201",(210) 733-3583,"$4,400,000",Plumbing Supply category baseline (no headcount found),"Home: Homepage_about Your Premium Plumbing Supply Store in San Antonio, specializing in hard to find plumbing repair parts.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,sales@tmssouth.com,,"I'll talk fast — one freight question — Faucet Parts, You're a plumbing supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
Texas Plumbing Pros,http://texasplumbingprostx.localsearch.com,"9707 Criswell Crk, San Antonio, TX 78251",(210) 454-9806,"$4,400,000",Plumbing Supply category baseline (no headcount found),"Plumbing Supply based in San Antonio, TX.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — Texas Plumbing Pros, You're a plumbing supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Reece Plumbing,https://www.reece.com/plumbing,"1941 Interstate Highway 35 Bsnss Rte S, New Braunfels, TX 78130",(830) 620-0771,"$4,400,000",Plumbing Supply category baseline (no headcount found),"Plumbing Supply based in New Braunfels, TX.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — Reece Plumbing, You're a plumbing supply in New Braunfels moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Handyman Gil,http://handymangil.com,"2491 2nd St, New Braunfels, TX 78130",(830) 708-3945,"$4,400,000",Plumbing Supply category baseline (no headcount found),"Plumbing Supply based in New Braunfels, TX.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — Handyman Gil, You're a plumbing supply in New Braunfels moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
